# y+ ()       
# Time        	patch         	min           	max           	average       
0.0001        	pipe	1.787225e+01	4.469731e+01	1.942117e+01
0.0002        	pipe	1.164981e+01	3.381565e+01	1.280943e+01
0.0003        	pipe	6.198089e+00	2.872952e+01	1.180234e+01
0.0004        	pipe	1.389394e+01	2.838510e+01	1.662151e+01
0.0005        	pipe	1.494603e+01	2.861891e+01	1.876277e+01
0.0006        	pipe	1.555450e+01	2.878102e+01	1.878448e+01
